 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  3.80  4.10 1.00  1.00  0.10  1.00  0.50  0.50  53.0   0.0  1.00  1.00  0.10  200 quiet
  4.00  4.30 1.00  1.00  0.10  1.00  0.50  0.50  53.0  18.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50  53.0  36.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.00  1.00  0.10  1.00  0.50  0.50  53.0  54.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.00  1.00  0.10  1.00  0.50  0.50  53.0  72.0  1.00  1.00  0.10  200 quiet
  3.80  3.80 1.00  1.00  0.10  1.00  0.50  0.50  53.0  90.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.00  1.00  0.10  1.00  0.50  0.50  53.0 108.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.00  1.00  0.10  1.00  0.50  0.50  53.0 126.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50  53.0 144.0  1.00  1.00  0.10  200 quiet
  4.10  4.30 1.00  1.00  0.10  1.00  0.50  0.50  53.0 162.0  1.00  1.00  0.10  200 quiet
  3.80  4.10 1.00  1.00  0.10  1.00  0.50  0.50  53.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50  37.0   0.0  1.00  1.00  0.10  200 quiet
  3.90  3.90 1.00  1.00  0.10  1.00  0.50  0.50  37.0  18.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.00  1.00  0.10  1.00  0.50  0.50  37.0  36.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50  37.0  54.0  1.00  1.00  0.10  200 quiet
  4.30  4.30 1.00  1.00  0.10  1.00  0.50  0.50  37.0  72.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50  37.0  90.0  1.00  1.00  0.10  200 quiet
  4.00  4.20 1.00  1.00  0.10  1.00  0.50  0.50  37.0 108.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50  37.0 126.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50  37.0 144.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.00  1.00  0.10  1.00  0.50  0.50  37.0 162.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50  37.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50   0.0   0.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.00  1.00  0.10  1.00  0.50  0.50   0.0  18.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50   0.0  36.0  1.00  1.00  0.10  200 quiet
  4.00  4.20 1.00  1.00  0.10  1.00  0.50  0.50   0.0  54.0  1.00  1.00  0.10  200 quiet
  4.20  4.20 1.00  1.00  0.10  1.00  0.50  0.50   0.0  72.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50   0.0  90.0  1.00  1.00  0.10  200 quiet
  3.80  4.20 1.00  1.00  0.10  1.00  0.50  0.50   0.0 108.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50   0.0 126.0  1.00  1.00  0.10  200 quiet
  4.20  4.20 1.00  1.00  0.10  1.00  0.50  0.50   0.0 144.0  1.00  1.00  0.10  200 quiet
  4.00  4.00 1.00  1.00  0.10  1.00  0.50  0.50   0.0 162.0  1.00  1.00  0.10  200 quiet
  4.10  4.10 1.00  1.00  0.10  1.00  0.50  0.50   0.0 180.0  1.00  1.00  0.10  200 quiet
