 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  3.30  3.50 1.50  0.50  0.50  1.00  0.60  0.50 150.0 175.0  1.00  1.00  0.10  200 quiet
  3.40  3.60 1.50  0.50  0.50  1.00  0.60  0.50 150.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.5   0.0  1.00  1.00  0.10  200 quiet
  2.60  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.5   5.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 149.5  10.0  1.00  1.00  0.10  200 quiet
  2.90  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.5  15.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.5  20.0  1.00  1.00  0.10  200 quiet
  2.60  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.5  25.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.5  30.0  1.00  1.00  0.10  200 quiet
  2.70  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.5  35.0  1.00  1.00  0.10  200 quiet
  2.60  2.80 1.50  0.50  0.50  1.00  0.60  0.50 149.5  40.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.5  45.0  1.00  1.00  0.10  200 quiet
  2.70  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.5  50.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.5  55.0  1.00  1.00  0.10  200 quiet
  2.80  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.5  60.0  1.00  1.00  0.10  200 quiet
  2.70  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.5  65.0  1.00  1.00  0.10  200 quiet
  2.80  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.5  70.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.5  75.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.5  80.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.5  85.0  1.00  1.00  0.10  200 quiet
  2.70  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.5  90.0  1.00  1.00  0.10  200 quiet
  2.60  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.5  95.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.5 100.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.5 105.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.5 110.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.5 115.0  1.00  1.00  0.10  200 quiet
  3.00  3.20 1.50  0.50  0.50  1.00  0.60  0.50 149.5 120.0  1.00  1.00  0.10  200 quiet
  2.60  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.5 125.0  1.00  1.00  0.10  200 quiet
  2.80  3.30 1.50  0.50  0.50  1.00  0.60  0.50 149.5 130.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.5 135.0  1.00  1.00  0.10  200 quiet
  2.90  3.20 1.50  0.50  0.50  1.00  0.60  0.50 149.5 140.0  1.00  1.00  0.10  200 quiet
  2.80  3.20 1.50  0.50  0.50  1.00  0.60  0.50 149.5 145.0  1.00  1.00  0.10  200 quiet
  2.90  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.5 150.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.5 155.0  1.00  1.00  0.10  200 quiet
  2.80  3.40 1.50  0.50  0.50  1.00  0.60  0.50 149.5 160.0  1.00  1.00  0.10  200 quiet
  3.10  3.60 1.50  0.50  0.50  1.00  0.60  0.50 149.5 165.0  1.00  1.00  0.10  200 quiet
  3.20  3.20 1.50  0.50  0.50  1.00  0.60  0.50 149.5 170.0  1.00  1.00  0.10  200 quiet
  3.30  3.50 1.50  0.50  0.50  1.00  0.60  0.50 149.5 175.0  1.00  1.00  0.10  200 quiet
  3.20  3.50 1.50  0.50  0.50  1.00  0.60  0.50 149.5 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  2.60  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.0   0.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 149.0   5.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 149.0  10.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.0  15.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 149.0  20.0  1.00  1.00  0.10  200 quiet
  2.60  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.0  25.0  1.00  1.00  0.10  200 quiet
  2.80  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.0  30.0  1.00  1.00  0.10  200 quiet
  2.70  2.70 1.50  0.50  0.50  1.00  0.60  0.50 149.0  35.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.0  40.0  1.00  1.00  0.10  200 quiet
  2.80  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.0  45.0  1.00  1.00  0.10  200 quiet
  2.70  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.0  50.0  1.00  1.00  0.10  200 quiet
  2.60  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.0  55.0  1.00  1.00  0.10  200 quiet
  2.60  2.80 1.50  0.50  0.50  1.00  0.60  0.50 149.0  60.0  1.00  1.00  0.10  200 quiet
  2.80  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.0  65.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.0  70.0  1.00  1.00  0.10  200 quiet
  2.80  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.0  75.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.0  80.0  1.00  1.00  0.10  200 quiet
  2.60  2.90 1.50  0.50  0.50  1.00  0.60  0.50 149.0  85.0  1.00  1.00  0.10  200 quiet
  2.90  3.20 1.50  0.50  0.50  1.00  0.60  0.50 149.0  90.0  1.00  1.00  0.10  200 quiet
  3.00  3.30 1.50  0.50  0.50  1.00  0.60  0.50 149.0  95.0  1.00  1.00  0.10  200 quiet
  2.60  3.20 1.50  0.50  0.50  1.00  0.60  0.50 149.0 100.0  1.00  1.00  0.10  200 quiet
  3.00  3.20 1.50  0.50  0.50  1.00  0.60  0.50 149.0 105.0  1.00  1.00  0.10  200 quiet
  2.60  3.20 1.50  0.50  0.50  1.00  0.60  0.50 149.0 110.0  1.00  1.00  0.10  200 quiet
  2.80  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.0 115.0  1.00  1.00  0.10  200 quiet
  2.70  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.0 120.0  1.00  1.00  0.10  200 quiet
  2.90  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.0 125.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.0 130.0  1.00  1.00  0.10  200 quiet
  2.70  3.00 1.50  0.50  0.50  1.00  0.60  0.50 149.0 135.0  1.00  1.00  0.10  200 quiet
  2.90  3.20 1.50  0.50  0.50  1.00  0.60  0.50 149.0 140.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 149.0 145.0  1.00  1.00  0.10  200 quiet
  2.60  3.20 1.50  0.50  0.50  1.00  0.60  0.50 149.0 150.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 149.0 155.0  1.00  1.00  0.10  200 quiet
  3.10  3.30 1.50  0.50  0.50  1.00  0.60  0.50 149.0 160.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 149.0 165.0  1.00  1.00  0.10  200 quiet
  3.10  3.50 1.50  0.50  0.50  1.00  0.60  0.50 149.0 170.0  1.00  1.00  0.10  200 quiet
  3.40  3.40 1.50  0.50  0.50  1.00  0.60  0.50 149.0 175.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 149.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 148.5   0.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 148.5   5.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 148.5  10.0  1.00  1.00  0.10  200 quiet
  2.60  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.5  15.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 148.5  20.0  1.00  1.00  0.10  200 quiet
  2.70  3.00 1.50  0.50  0.50  1.00  0.60  0.50 148.5  25.0  1.00  1.00  0.10  200 quiet
  2.70  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.5  30.0  1.00  1.00  0.10  200 quiet
  2.60  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.5  35.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.5  40.0  1.00  1.00  0.10  200 quiet
  2.80  3.00 1.50  0.50  0.50  1.00  0.60  0.50 148.5  45.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 148.5  50.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 148.5  55.0  1.00  1.00  0.10  200 quiet
  3.00  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.5  60.0  1.00  1.00  0.10  200 quiet
  2.70  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.5  65.0  1.00  1.00  0.10  200 quiet
  2.90  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.5  70.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.5  75.0  1.00  1.00  0.10  200 quiet
  2.60  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.5  80.0  1.00  1.00  0.10  200 quiet
  2.70  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.5  85.0  1.00  1.00  0.10  200 quiet
  3.00  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.5  90.0  1.00  1.00  0.10  200 quiet
  2.90  3.50 1.50  0.50  0.50  1.00  0.60  0.50 148.5  95.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.5 100.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 148.5 105.0  1.00  1.00  0.10  200 quiet
  3.00  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.5 110.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.5 115.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 148.5 120.0  1.00  1.00  0.10  200 quiet
  2.40  3.30 1.50  0.50  0.50  1.00  0.60  0.50 148.5 125.0  1.00  1.00  0.10  200 quiet
  2.90  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.5 130.0  1.00  1.00  0.10  200 quiet
  2.80  3.30 1.50  0.50  0.50  1.00  0.60  0.50 148.5 135.0  1.00  1.00  0.10  200 quiet
  2.90  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.5 140.0  1.00  1.00  0.10  200 quiet
  2.90  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.5 145.0  1.00  1.00  0.10  200 quiet
  3.00  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.5 150.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 148.5 155.0  1.00  1.00  0.10  200 quiet
  3.10  3.30 1.50  0.50  0.50  1.00  0.60  0.50 148.5 160.0  1.00  1.00  0.10  200 quiet
  2.90  3.40 1.50  0.50  0.50  1.00  0.60  0.50 148.5 165.0  1.00  1.00  0.10  200 quiet
  3.10  3.60 1.50  0.50  0.50  1.00  0.60  0.50 148.5 170.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 148.5 175.0  1.00  1.00  0.10  200 quiet
  3.20  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.5 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.0   0.0  1.00  1.00  0.10  200 quiet
  2.50  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.0   5.0  1.00  1.00  0.10  200 quiet
  2.60  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.0  10.0  1.00  1.00  0.10  200 quiet
  2.60  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.0  15.0  1.00  1.00  0.10  200 quiet
  2.90  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.0  20.0  1.00  1.00  0.10  200 quiet
  2.70  2.70 1.50  0.50  0.50  1.00  0.60  0.50 148.0  25.0  1.00  1.00  0.10  200 quiet
  2.90  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.0  30.0  1.00  1.00  0.10  200 quiet
  2.60  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.0  35.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.0  40.0  1.00  1.00  0.10  200 quiet
  2.60  3.00 1.50  0.50  0.50  1.00  0.60  0.50 148.0  45.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 148.0  50.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 148.0  55.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.0  60.0  1.00  1.00  0.10  200 quiet
  2.50  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.0  65.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 148.0  70.0  1.00  1.00  0.10  200 quiet
  3.00  3.30 1.50  0.50  0.50  1.00  0.60  0.50 148.0  75.0  1.00  1.00  0.10  200 quiet
  3.00  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.0  80.0  1.00  1.00  0.10  200 quiet
  3.20  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.0  85.0  1.00  1.00  0.10  200 quiet
  3.20  3.40 1.50  0.50  0.50  1.00  0.60  0.50 148.0  90.0  1.00  1.00  0.10  200 quiet
  3.20  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.0  95.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.0 100.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.0 105.0  1.00  1.00  0.10  200 quiet
  2.70  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.0 110.0  1.00  1.00  0.10  200 quiet
  2.40  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.0 115.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 148.0 120.0  1.00  1.00  0.10  200 quiet
  2.90  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.0 125.0  1.00  1.00  0.10  200 quiet
  2.90  3.10 1.50  0.50  0.50  1.00  0.60  0.50 148.0 130.0  1.00  1.00  0.10  200 quiet
  3.00  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.0 135.0  1.00  1.00  0.10  200 quiet
  3.20  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.0 140.0  1.00  1.00  0.10  200 quiet
  2.90  3.30 1.50  0.50  0.50  1.00  0.60  0.50 148.0 145.0  1.00  1.00  0.10  200 quiet
  3.20  3.20 1.50  0.50  0.50  1.00  0.60  0.50 148.0 150.0  1.00  1.00  0.10  200 quiet
  3.40  3.40 1.50  0.50  0.50  1.00  0.60  0.50 148.0 155.0  1.00  1.00  0.10  200 quiet
  3.20  3.40 1.50  0.50  0.50  1.00  0.60  0.50 148.0 160.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 148.0 165.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 148.0 170.0  1.00  1.00  0.10  200 quiet
  3.40  3.40 1.50  0.50  0.50  1.00  0.60  0.50 148.0 175.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 148.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 147.5   0.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.5   5.0  1.00  1.00  0.10  200 quiet
  2.50  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.5  10.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 147.5  15.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.5  20.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 147.5  25.0  1.00  1.00  0.10  200 quiet
  2.70  2.90 1.50  0.50  0.50  1.00  0.60  0.50 147.5  30.0  1.00  1.00  0.10  200 quiet
  2.60  2.80 1.50  0.50  0.50  1.00  0.60  0.50 147.5  35.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 147.5  40.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.5  45.0  1.00  1.00  0.10  200 quiet
  2.80  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.5  50.0  1.00  1.00  0.10  200 quiet
  2.50  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.5  55.0  1.00  1.00  0.10  200 quiet
  3.10  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.5  60.0  1.00  1.00  0.10  200 quiet
  2.50  3.10 1.50  0.50  0.50  1.00  0.60  0.50 147.5  65.0  1.00  1.00  0.10  200 quiet
  2.60  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.5  70.0  1.00  1.00  0.10  200 quiet
  2.90  3.40 1.50  0.50  0.50  1.00  0.60  0.50 147.5  75.0  1.00  1.00  0.10  200 quiet
  3.00  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.5  80.0  1.00  1.00  0.10  200 quiet
  2.50  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.5  85.0  1.00  1.00  0.10  200 quiet
  3.30  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.5  90.0  1.00  1.00  0.10  200 quiet
  3.20  3.20 1.50  0.50  0.50  1.00  0.60  0.50 147.5  95.0  1.00  1.00  0.10  200 quiet
  3.10  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.5 100.0  1.00  1.00  0.10  200 quiet
  2.40  3.20 1.50  0.50  0.50  1.00  0.60  0.50 147.5 105.0  1.00  1.00  0.10  200 quiet
  3.20  3.40 1.50  0.50  0.50  1.00  0.60  0.50 147.5 110.0  1.00  1.00  0.10  200 quiet
  2.90  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.5 115.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.5 120.0  1.00  1.00  0.10  200 quiet
  3.00  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.5 125.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 147.5 130.0  1.00  1.00  0.10  200 quiet
  2.80  3.20 1.50  0.50  0.50  1.00  0.60  0.50 147.5 135.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.5 140.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.5 145.0  1.00  1.00  0.10  200 quiet
  3.10  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.5 150.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 147.5 155.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.5 160.0  1.00  1.00  0.10  200 quiet
  3.10  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.5 165.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.5 170.0  1.00  1.00  0.10  200 quiet
  3.50  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.5 175.0  1.00  1.00  0.10  200 quiet
  3.20  3.20 1.50  0.50  0.50  1.00  0.60  0.50 147.5 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  2.80  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.0   0.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 147.0   5.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 147.0  10.0  1.00  1.00  0.10  200 quiet
  2.70  2.70 1.50  0.50  0.50  1.00  0.60  0.50 147.0  15.0  1.00  1.00  0.10  200 quiet
  2.70  2.90 1.50  0.50  0.50  1.00  0.60  0.50 147.0  20.0  1.00  1.00  0.10  200 quiet
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 147.0  25.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.0  30.0  1.00  1.00  0.10  200 quiet
  2.60  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.0  35.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 147.0  40.0  1.00  1.00  0.10  200 quiet
  2.80  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.0  45.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.0  50.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.0  55.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 147.0  60.0  1.00  1.00  0.10  200 quiet
  2.70  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.0  65.0  1.00  1.00  0.10  200 quiet
  2.80  3.40 1.50  0.50  0.50  1.00  0.60  0.50 147.0  70.0  1.00  1.00  0.10  200 quiet
  2.90  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.0  75.0  1.00  1.00  0.10  200 quiet
  3.30  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.0  80.0  1.00  1.00  0.10  200 quiet
  3.00  3.60 1.50  0.50  0.50  1.00  0.60  0.50 147.0  85.0  1.00  1.00  0.10  200 quiet
  3.20  3.90 1.50  0.50  0.50  1.00  0.60  0.50 147.0  90.0  1.00  1.00  0.10  200 quiet
  3.20  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.0  95.0  1.00  1.00  0.10  200 quiet
  3.00  3.40 1.50  0.50  0.50  1.00  0.60  0.50 147.0 100.0  1.00  1.00  0.10  200 quiet
  3.20  3.20 1.50  0.50  0.50  1.00  0.60  0.50 147.0 105.0  1.00  1.00  0.10  200 quiet
  3.20  3.20 1.50  0.50  0.50  1.00  0.60  0.50 147.0 110.0  1.00  1.00  0.10  200 quiet
  2.90  3.10 1.50  0.50  0.50  1.00  0.60  0.50 147.0 115.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 147.0 120.0  1.00  1.00  0.10  200 quiet
  3.00  3.20 1.50  0.50  0.50  1.00  0.60  0.50 147.0 125.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.0 130.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 147.0 135.0  1.00  1.00  0.10  200 quiet
  3.10  3.10 1.50  0.50  0.50  1.00  0.60  0.50 147.0 140.0  1.00  1.00  0.10  200 quiet
  2.90  3.20 1.50  0.50  0.50  1.00  0.60  0.50 147.0 145.0  1.00  1.00  0.10  200 quiet
  3.30  3.30 1.50  0.50  0.50  1.00  0.60  0.50 147.0 150.0  1.00  1.00  0.10  200 quiet
  3.20  3.40 1.50  0.50  0.50  1.00  0.60  0.50 147.0 155.0  1.00  1.00  0.10  200 quiet
  3.20  3.40 1.50  0.50  0.50  1.00  0.60  0.50 147.0 160.0  1.00  1.00  0.10  200 quiet
  3.00  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.0 165.0  1.00  1.00  0.10  200 quiet
  3.10  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.0 170.0  1.00  1.00  0.10  200 quiet
  3.50  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.0 175.0  1.00  1.00  0.10  200 quiet
  3.20  3.50 1.50  0.50  0.50  1.00  0.60  0.50 147.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  2.80  2.80 1.50  0.50  0.50  1.00  0.60  0.50 146.5   0.0  1.00  1.00  0.10  200 quiet
  2.80  3.00 1.50  0.50  0.50  1.00  0.60  0.50 146.5   5.0  1.00  1.00  0.10  200 quiet
  2.50  2.90 1.50  0.50  0.50  1.00  0.60  0.50 146.5  10.0  1.00  1.00  0.10  200 quiet
  3.00  3.00 1.50  0.50  0.50  1.00  0.60  0.50 146.5  15.0  1.00  1.00  0.10  200 quiet
  2.90  2.90 1.50  0.50  0.50  1.00  0.60  0.50 146.5  20.0  1.00  1.00  0.10  200 quiet
  2.70  2.70 1.50  0.50  0.50  1.00  0.60  0.50 146.5  25.0  1.00  1.00  0.10  200 quiet
